tweet,label
I fuck bitches &#128175;&#128536;&#128541;&#128539;&#128525; better watch yah hoe &#128175;&#128129;&#128168;&#128069;&#128109;,offensive
"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD",hate speech
@_BeautifulKeezy yess bitch. Messyyy,offensive
Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.,neither
"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",hate speech
RT @crazygirlgab: Just eating animal crackers in sacrament! #17AndLovinIt,neither
&#8220;@Iamjayla__: @WB_Pooh_3x Bol that called the girl a bitch&#8221;Oharrd coo I'm both of them tho &#128526;&#128076;&#128175;,offensive
"@Charlie4927 Hi Charlie, have a great day",neither
RT @ooxlexx: I can't stand to be around ghetto girls.&#128134;,neither
"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant",neither
Brownies brownies brownies,neither
RT @BigEl179: Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay,neither
"Bitch fuck yo nigga, what's up with that pussy!!?!",hate speech
RT @GatorDwqam: Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.,neither
RT @BlackJeezuss: When someone drops their trash mixtape in my Dms http://t.co/wkFJfjkNCi,neither
@PERRO5070 bitch tits,offensive
@amarierubio chink eyed !,hate speech
RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer,hate speech
RT @BleacherReport: VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium http://t.co/jM4biAGXU8 http://t.co/3cIJ&#8230;,neither
@THYGOAT @ItsVinnyDoe_ those crackers will leave you parched asf,neither
The #midwest of the US is white trash.,hate speech
Hate that bitch RT @NYSAnimal Ray Donovan's wife is pissing me off,offensive
@CapoDaAssHole @Alejandro_Bihhh lmaooo I wanted them hoes she was suppose to hold em,offensive
@JAYREIDOFFICIAL I want it to be somewhat of a collage .. Money jewels cartiers etc .. Jus little shit to let niccas know we still here,offensive
RT @braidedcocks: @veryproudofya @poppunksucks well now I'm crying like a little bitch,offensive
another long night with allergies! need better ned than zertec or however you spell it!,neither
"note to self: boiling water hot, monkey brain",neither
@CallMeRenee_ bitch im too mad im finna throw this bitch outside,offensive
@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.,hate speech
@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva,hate speech
"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3",hate speech
"RT @ShadowBeatz_Inc: I know you have me blocked, but next week bitch @KYR_SP33DY",offensive
Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.,neither
I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,hate speech
"RT @RayHudson: Art thou the bird whom Man loves bestThe pious bird with t/ scarlet breast, Our Robin;that leaves these summer winds sobbing&#8230;",neither
RT @ThadIsReal: Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping,offensive
RT @mundyspeaks: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. http://t.co/W2Kkny4Nvy,neither
"Not trying to follow any spooks, no offense ...",hate speech
&#8220;@My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot,hate speech
So many bitches in one sentence #fixitjesus,hate speech
"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",hate speech
@gezus__ @Buckm00se lol this faggot hid from the moon boss we i was helping him,offensive
I'm bout to be.back on my old shit I miss my hoes texting me saying they wanna come see me,offensive
@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,hate speech
Ion care fuck that hoe &#9996;&#65039;,hate speech
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",neither
Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,neither
@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I just noticed you guys called me a jiggaboo,neither
"hate when you point out truths to people, and they flip the script like you're in the wrong, bitch what ?",offensive
@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.,offensive
RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,neither
Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor,neither
I can't take you serious if you wear colored contacts.,neither
@JaiBrooks1 not funny u faggot,hate speech
RT @wegomakeit: pussy pussy pussy i smell ya frum bout a mile away&#128564;,offensive
"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;",hate speech
I have no clothes that make me look like a redneck but I tried my best &#128514;,neither
Higher den a bitch,offensive
"His big ass smile, his eyes is chink.",hate speech
Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,neither
RT @VictorSmith90: Fresh out of jail and I got my chopper bitches be like Vick your number 1 like the BK whopper,offensive
RT @TyDunne: Have to go with the slant pass to your outside linebacker in that situation.,neither
@erinscafe We hate them more than the Cowboys and Yankees.,neither
@cj_menaa1 &#128553;&#128553;&#128514;&#128514; nigga doing the duggy on dem dead hoes lol,offensive
RT @GirlsLoveDrugs: Talkin bout the next bitch but you ain't bout shit.,offensive
"Because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean",neither
@iStricer You are hairy like a monkey. : P,neither
@FRANKTHEFOB ok u hav gun. I love you and you are my superior at fighting games and you probably get more bitches too. peace &#9996;,offensive
Anytime somebody say u wan hear a funny that shit gon be trash..,offensive
"RT @GreenLanternJet: I was already 24 when Jeter arrived so I had plenty of #Yankees memories, but next year is going to be very odd indeed.",neither
RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,neither
"""@worldwarzee_: these hoes ain't loyal.""",offensive
Charlie Clips vs Yung Ill review http://t.co/TwHJ0w1QJQ,neither
Let him fuck his side hoes in peace smh RT @Morganbaileyyy: wish my boyfriend would respond to my texts :(,offensive
"RT @LeMarquand: Jihadi-In-Chief Hussein Urges restraint in Fighting Islamic Butchers&#8252;&#65039;Apparently, we SHOULD be nice to ISIS...we might hurt&#8230;",neither
Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,hate speech
"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days.",hate speech
"under my windoowww &#8220;@brettcanfly: Bleaching your teeth, smiling flash, talking trash, under your breath&#8221;",neither
"God made male and female blades of grass. Every living thing must reproduce itself to stay on this Earth: birds, bees and grass. Sex=Natural",neither
@bellaangeletti ur a fag,hate speech
I need a girl from Jamaica I can't fuck with these basic black bitches,offensive
How many #Yankees players have 3K hits? You have to put #DerekJeter in the conversation for Best Yankee Ever. His numbers demand it.,neither
RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!,neither
RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;,neither
Well isnt that a bitch 2 wildcards are going to the #WorldSeries,offensive
@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch,offensive
"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage",hate speech
Face only yo bitch could love http://t.co/OckXAYthAK,offensive
I still think snap chat for faggots and High Schoolers,hate speech
Lol im out here curving bitches like im taken,offensive
RT @manchild1077: Oreo Speedwagon #FatBands,neither
"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you.",hate speech
"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies.",neither
@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot,hate speech
It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,hate speech
RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,neither
Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth,offensive
"@Sterm26 @RealJamesWoods Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!",hate speech
"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",hate speech
"@GWDrums @samzbikowski Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing",neither
RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.,hate speech
If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ,neither
RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.,hate speech
&#128075; hi-ho http://t.co/FiC4FnRutZ,neither
"&#8220;@iamkrause: No need to thank me, killing niggers is it's own reward.&#8221; 

Dis my pal from our graduation when we was 26",hate speech
"RT @PrinceVelly: I feel sorry for da females that dont get what they deserve, while these hoe bitches get treated like queens &#128543;&#128543;&#128543;&#128543;&#128543;",offensive
RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;,hate speech
"&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.",hate speech
Fuccn yo bitch and its wet like a pool&#128166;,offensive
"RT @Avery_Ave23: &#8220;@iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",neither
"my grandma got a rosta colored dress
it's so pretty She better let me borrow it",neither
@Huntermoore @shelbyritner shelby your pussy is beat up,offensive
""" post a picture of that pussy get 200 likes """,offensive
This bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk http://t.co/tjAnr2pB,neither
RT @__bettyboo: You better pray I don't send your nudes out bitch,hate speech
Remember when I would spank everyone in meme wars? Because I do #faggots,offensive
@ThatAngryNigga in that I get more bitches than you? If so YOU RIGHT,offensive
Tiny out here looking like an albino red nose pitbull from a dope boy's trap house.,neither
"RT @trillest_304: i wish they made a hoe fax .
id be like show me the hoe fax before dateing a girl .",offensive
Hoes and dey hoe poses,offensive
#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth,neither
"@KateWhineHall I starting laughing ""worked out""...not b/c I think its funny that you work...
*throws phone in trash over butchered subtweet",neither
Give that hoe an Oscar she stay acting crazyy!!,offensive
My cats a bitch niggah.,offensive
RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,neither
@WendyDavisTexas msnbc the same MSM who said blocking flights from africa is racist yea right No ID no vote bitch gold digger,offensive
"RT @sugaarCanee: Hoes be like ""go talk to one of your hoes"".... I be like ""you are one of my hoes""",offensive
I don't buy pussy cuz it's free bitch I buy lacs!,offensive
@MadameCrystalB stop calling her a bitch *crystal voice*,offensive
Happy birthday to my pops. Old negro spiritual is 64 today lol,neither
&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's,offensive
RT @CodeLez: You gotta know the difference between a good girl and good pussy,offensive
@Buckm00se @LEXXX_RUGER @ivanrabago_ the kikes want to charge you &#128175; dollaz for the complete version http://t.co/ZJDLwiAjEo,neither
This was my Chit shake that monkey beeotch http://t.co/OOmruo1obI,offensive
@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,hate speech
RT @TheMattEspinosa: She literally just put the whole trash bag on lmfao http://t.co/YiERskYrfc,neither
@drrrruuuu @TheChrisCates pussy,offensive
@kincade00 don't watch me watch tv hoe,offensive
"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @Oreo",neither
@KenSuttling Certainlt not the paddies,neither
RT @PoliticalLaughs: Liberal Head Explosion: WW2 Navajo Code Talkers Appear in Redskins Jackets. #redskins http://t.co/ouxoQDHmID,neither
"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.",hate speech
@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.,hate speech
There's like 5 injuries a game in football.. Shit trash lol,offensive
Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,neither
coons,hate speech
"&#8220;@OnStar: #Mondays are a whole lot better when you're driving a vehicle http://t.co/LIixxMzNdZ&#8221;

""That white pussy uhhh get ya""",offensive
"RT @LifeFlightGirl: When someone is murdered, the police investigate the spouse first. 

And that tells you everything you need to know abo&#8230;",neither
No cuz redskins are dumpster juice RT @trackinBlackKev: game of the week. still the best rivalry in sports,neither
"""Ain't that about a bitch""... What does that mean?",offensive
you ain't gotta be a dyke to like hoes,offensive
RT @iDntWearCondoms: If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along,neither
"RT @MAKEUP_SEX: trash talked by many . hated by some . & guess how many fucks i give , its less than one .",offensive
Easy Congo! RT @80sbaby4life Fuckin faggot RT @HumbltonBanks: All though I eat my lunch on the road frequently,offensive
@sassyharryballs ugly white bitch,hate speech
"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK.",neither
I got some lightskin pussy one time and the bitch damn near had me bout to propose.,offensive
@HilareeJay lemme find out you twitter beefin with hoes,offensive
@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,neither
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",neither
@JustTooMuchCake Lmao. it bel ike that nowadays,neither
"@JfromHuntington #Savages 
Day is like coloreds dat wrap day hoes like mummies",offensive
@Zwaaad fag,hate speech
@Sammytbh whats your youtube channel then faggot,hate speech
@WarriorRN61 @mrgeology you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.,neither
"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;",hate speech
@Crewz76 I miss Tupac rap offs hillbilly,neither
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;",hate speech
@godrocamora416 faggot,hate speech
#California is full of white trash who moved from #Oklahoma,hate speech
"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 work, is something adults do for money, not borrow from money... Broke bitch",offensive
@UberFacts studies show that you're a faggot,hate speech
"RT @MalloryYnfante: All I see over Instagram ""Alice Texas hoes"". That's so low... Even for Alice.",offensive
She's just mad cuz her big toe looks like an angry bird! Haha,neither
"&#8220;@IdLikeToCare: @idpetition Wow, putting a whole manifesto up using TwitLonger. 

And by a Canadian. Hey hoser....how many will you adopt?",offensive
@ZELNO96 Someone told me cuz some ppl like to use it as bitch some females don't like being calles female but meh *shrugs*,offensive
@JRise88 @G_Anderson4 what do you want fag,hate speech
@Newser big fucking deal...cry baby niggers,hate speech
RT @StayyeGolden: &#8220;@vivalakristia: Everybody that's still on Facebook ghetto or pregnant idc.&#8221;accurate,neither
When i die throw a couple bad bitches in my casket..,offensive
@Lil_A47 &#128514;&#128514;&#128514; you're a coon,hate speech
@saucygyro that was back when nigger music was decent,hate speech
I thought that bitch was trynna line me&#128553;,offensive
@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;,hate speech
Your bitch always said she wanna fuck a real nigga,offensive
@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus,neither
RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,neither
Smh hate that hoe,hate speech
Even bitches with bad attitudes bumpin to our tunes.. They high maintenance.,offensive
@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here,hate speech
I got my eyes on this red bone,neither
RT @awkwardposts: Flirting with bitches on Twitter like http://t.co/eV2QUYsbpO,offensive
I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,neither
"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?",hate speech
@Wagz This cold we have going around our little hick town had about everyone I know locked in their houses for better than a week. Stay well,neither
Feminist aka a bitch.,hate speech
@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?,hate speech
My nigga mister meaner just hope back on the bitch,offensive
"Run that nigga, you don't want that nigga, but I need a bad bitch that's hotter than me",offensive
Free love &amp; sexual liberation SEEMED to be the dawn of lots of consequence free pussy for them 60s negroes. WHY WE ALWAYS FORGETTING HISTORY,offensive
Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1,neither
&#8220;@Ann_E_Lizabeth: I can't stop being a lil bitch&#8221;,offensive
Photo: Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/LjejFufULK,neither
Or their music is trash,neither
&#8220;@Yummy: Oreo ice cream cake &#128588; http://t.co/dvabPmgQjo&#8221; &#128525;,neither
"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",hate speech
RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.,hate speech
I want all my hoes back,offensive
&#8220;@PaigeHardesty: A relationship is only made for two.. but some bitches don't know how to count.&#8221;amen to that!,offensive
@Mathanugg You mean the one I colored with crayons isn't copacetic?,neither
RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;,hate speech
@Paulyy2 nah some honkey lookin dude at chr,neither
She been a hoe all summer but soon as the fall weather hit she'll probably forget about all that and be a good girl again. That's the cycle,offensive
RT @BloodBloodBIood: Valentines day is just an extra Christmas for bitches blood,offensive
RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,hate speech
"RT @MidniteBoss: If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer.",hate speech
RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;,hate speech
RT @UniquelyTierra_: &#8220;@vintage_monroe_: &#8220;@dewayneee_: That pussy so wet she gotta dry outside&#8221;stop telling my business&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,offensive
@kieffer_jason lmao why ur dad raised u to be a bitch made nigga,hate speech
@amandabynes i can give you some of my clothes so you can look like a cute dyke,hate speech
I love Liv when she gets ghetto,neither
"&#8220;@Maxwell_Larsen: When you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer",hate speech
RT @OhLawdItsNiesha: This hoe swear to God that boy fuckin everybody..,offensive
mimi trash lol,neither
@osnapitzthorne @AcaciaBrinley trash?,neither
@Huntermoore so does my juicy pussy,offensive
Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France,neither
Since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other&#8230; http://t.co/CCm3aoiSbP,offensive
Let's go for the sweep!! #Yankees #SubwaySeries,neither
Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,hate speech
@MinuteManX1776 @TheyKnowNotWhat &lt;&lt; closet muzzie @MayberryJustin @AllForCountry @LilMissPrepper @ritzy_jewels @glinsan1,neither
"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;",offensive
RT @SteadmanTerri: @wheeler_kashhh bitch waaaaaa??,offensive
top layer trash.,neither
*Gigantic RT @Naezus What a big faggot. RT @MIllionDolrBaby: Chubbs bout to Earl.,offensive
Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,neither
Bad bitch pussy aquafina call her Crystalina,offensive
@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him,hate speech
@StarIsTheFuture you call @GOPBlackChick house nigger and she's the racist? Fathom the hypocrisy in that statement.,hate speech
yo bitch whippin in the early morning,offensive
@AnUglyNigga this is retarded,hate speech
They got the redskins faking injuries,neither
RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck,hate speech
RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,neither
"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america",hate speech
&#8220;@GreatScottnyc: Can't a bitch living say I brought her MICHAEL Kors&#8221; we need more guys like you &#128588;,offensive
@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,hate speech
been a long December hasn't it? counting crows (:,neither
Hella just ordered me some beanies,neither
@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,hate speech
@fucktyler me too Tyler it just makes me think that they're lil nigger baby hoodrats.,hate speech
"@twittwithjosh @cher oh, see cher? see what your particular brand vitriol creates? A boy who thinks it's ok to call a woman a cunt. #libtard",offensive
@AndrewJBurns1 @Tommy_Russell_ homo ass crackers,hate speech
I want a cowboy killer,neither
"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",neither
"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",neither
"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",neither
@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,neither
